status,experiment_id,phase,repeat_index,server_version,pgvector_version,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,database_trigger,job_id,operator,executor,strategy,data_source,organizer,organizer_partition_mode,organizer_partitions,daft_runner,organizer_partition_effective,model_backend,model_endpoint_url,model_name,total_rows,written_rows,db_fetch_rows,ray_batch_rows,embedding_dim,embedding_vector_dim,completion_max_tokens,model_workers,max_inflight_limit,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,db_fetch_s,arrow_build_s,source_fetch_s,organizer_from_arrow_s,organizer_plan_s,organizer_collect_s,organizer_warnings,model_service_s,model_request_wall_s,operator_wall_s,submit_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s
ok,vllm_qwen15b_ray_task_static_batch_1,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,10535,12227,job_table,348,ai_complete,ray_task,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,1,128,128,8,2,8,none,0,32,32,8,1634,0.448004,0.0,0.448004,0.00058,4.9e-05,0.013387,,3.747085,0.628735,2.625848,0.017871,2.515326,0.104805,0.005375,3e-06,3.227621,9.914
ok,vllm_qwen15b_ray_task_static_batch_1,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,10534,12227,job_table,349,ai_complete,ray_task,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,1,128,128,8,2,8,none,0,32,32,8,1634,0.060682,0.0,0.060682,0.000489,6.1e-05,0.014254,,4.250571,0.579001,0.586294,0.014587,0.435384,0.018141,0.006131,3e-06,0.665118,48.112
ok,vllm_qwen15b_ray_task_static_batch_1,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,67,10543,12227,job_table,350,ai_complete,ray_task,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,1,128,128,8,2,8,none,0,32,32,8,1634,0.055364,0.0,0.055364,0.000568,0.000109,0.012906,,4.467212,0.626352,0.634127,0.013647,0.435575,0.018149,0.004498,3e-06,0.706531,45.292
ok,vllm_qwen15b_ray_task_static_batch_1,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,13,10543,12227,job_table,351,ai_complete,ray_task,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,1,128,128,8,2,8,none,0,32,32,8,1634,0.059419,0.0,0.059419,0.00036,4.6e-05,0.013835,,3.747887,0.505904,0.512585,0.015398,0.384606,0.016025,0.004153,3e-06,0.589533,54.28
ok,vllm_qwen15b_ray_task_static_batch_2,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,10537,12227,job_table,352,ai_complete,ray_task,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,2,128,128,8,2,8,none,0,16,16,8,1634,0.438072,0.0,0.438072,0.000578,5e-05,0.009734,,2.052026,0.43267,2.363469,0.010505,2.227241,0.278405,0.002852,3e-06,2.954001,10.833
ok,vllm_qwen15b_ray_task_static_batch_2,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,10533,12227,job_table,353,ai_complete,ray_task,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,2,128,128,8,2,8,none,0,16,16,8,1634,0.064324,0.0,0.064324,0.000349,5.8e-05,0.00802,,2.115625,0.284116,0.290272,0.007313,0.152013,0.019002,0.002351,4e-06,0.36691,87.215
ok,vllm_qwen15b_ray_task_static_batch_2,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,10533,12227,job_table,354,ai_complete,ray_task,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,2,128,128,8,2,8,none,0,16,16,8,1634,0.090437,0.0,0.090437,0.000333,4.5e-05,0.007856,,2.369257,0.316056,0.322225,0.006325,0.203727,0.025466,0.002932,4e-06,0.424373,75.405
ok,vllm_qwen15b_ray_task_static_batch_2,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,10534,12227,job_table,355,ai_complete,ray_task,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,2,128,128,8,2,8,none,0,16,16,8,1634,0.054503,0.0,0.054503,0.000601,8.4e-05,0.008083,,1.761868,0.238667,0.245714,0.007485,0.113854,0.014232,0.002484,3e-06,0.312171,102.508
ok,vllm_qwen15b_ray_task_static_batch_4,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,10535,12227,job_table,356,ai_complete,ray_task,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,4,128,128,8,2,8,none,0,8,8,8,1634,0.43982,0.0,0.43982,0.000535,4.9e-05,0.007105,,0.943045,0.194028,2.320613,0.005754,0.0,0.0,0.001059,3e-06,2.910814,10.993
ok,vllm_qwen15b_ray_task_static_batch_4,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,10534,12227,job_table,357,ai_complete,ray_task,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,4,128,128,8,2,8,none,0,8,8,8,1634,0.056885,0.0,0.056885,0.000411,4.7e-05,0.005945,,1.1134,0.150383,0.15679,0.004005,0.0,0.0,0.000894,3e-06,0.223235,143.347
ok,vllm_qwen15b_ray_task_static_batch_4,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,10534,12227,job_table,358,ai_complete,ray_task,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,4,128,128,8,2,8,none,0,8,8,8,1634,0.068528,0.0,0.068528,0.000408,5e-05,0.006563,,1.069394,0.135134,0.143463,0.004227,0.0,0.0,0.000726,7e-06,0.222253,143.98
ok,vllm_qwen15b_ray_task_static_batch_4,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,7,10534,12227,job_table,359,ai_complete,ray_task,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,4,128,128,8,2,8,none,0,8,8,8,1634,0.058225,0.0,0.058225,0.000451,0.000161,0.006571,,1.184567,0.15935,0.16757,0.004219,0.0,0.0,0.00095,7e-06,0.236568,135.268
ok,vllm_qwen15b_ray_task_static_batch_8,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,10533,12227,job_table,360,ai_complete,ray_task,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,8,128,128,8,2,8,none,0,4,4,4,1630,0.428252,0.0,0.428252,0.00057,4.7e-05,0.006306,,0.462982,0.19081,1.754177,0.005027,0.0,0.0,0.000602,3e-06,2.335241,13.703
ok,vllm_qwen15b_ray_task_static_batch_8,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,10535,12227,job_table,361,ai_complete,ray_task,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,8,128,128,8,2,8,none,0,4,4,4,1634,0.057076,0.0,0.057076,0.000315,4.5e-05,0.004846,,0.557048,0.143916,0.151134,0.002795,0.0,0.0,0.000484,4e-06,0.216467,147.829
ok,vllm_qwen15b_ray_task_static_batch_8,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,10535,12227,job_table,362,ai_complete,ray_task,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,8,128,128,8,2,8,none,0,4,4,4,1634,0.059531,0.0,0.059531,0.000339,4.7e-05,0.004578,,0.50745,0.130465,0.137344,0.0024,0.0,0.0,0.000464,3e-06,0.204811,156.242
ok,vllm_qwen15b_ray_task_static_batch_8,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,7,10534,12227,job_table,363,ai_complete,ray_task,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,8,128,128,8,2,8,none,0,4,4,4,1634,0.064924,0.0,0.064924,0.000486,6.9e-05,0.005322,,0.630677,0.157661,0.166068,0.00305,0.0,0.0,0.000418,3e-06,0.24031,133.162
ok,vllm_qwen15b_ray_task_static_batch_16,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,7,10535,12227,job_table,364,ai_complete,ray_task,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,16,128,128,8,2,8,none,0,2,2,2,1634,0.434925,0.0,0.434925,0.000564,4.7e-05,0.005172,,0.256453,0.129126,1.66417,0.005046,0.0,0.0,0.000475,5e-06,2.258968,14.166
ok,vllm_qwen15b_ray_task_static_batch_16,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,35,10535,12227,job_table,365,ai_complete,ray_task,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,16,128,128,8,2,8,none,0,2,2,2,1634,0.064196,0.0,0.064196,0.000404,4.9e-05,0.004379,,0.288476,0.144573,0.150537,0.002046,0.0,0.0,0.000221,3e-06,0.222831,143.607
ok,vllm_qwen15b_ray_task_static_batch_16,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,7,10537,12227,job_table,366,ai_complete,ray_task,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,16,128,128,8,2,8,none,0,2,2,2,1634,0.061169,0.0,0.061169,0.000392,4.8e-05,0.004055,,0.323732,0.161866,0.167759,0.002355,0.0,0.0,0.000221,3e-06,0.236689,135.198
ok,vllm_qwen15b_ray_task_static_batch_16,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,7,10538,12227,job_table,367,ai_complete,ray_task,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,16,128,128,8,2,8,none,0,2,2,2,1634,0.059947,0.0,0.059947,0.000661,5.1e-05,0.003653,,0.257472,0.136943,0.142985,0.002099,0.0,0.0,0.000466,5e-06,0.21061,151.94
ok,vllm_qwen15b_ray_actor_static_batch_1,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,7,10539,12227,job_table,368,ai_complete,ray_actor,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,1,128,128,8,2,8,none,0,32,32,8,1634,0.456683,0.0,0.456683,0.000596,6.5e-05,0.014453,,3.178833,1.631499,2.480107,0.012238,2.067629,0.086151,0.005804,6e-06,3.100534,10.321
ok,vllm_qwen15b_ray_actor_static_batch_1,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,61,10542,12227,job_table,369,ai_complete,ray_actor,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,1,128,128,8,2,8,none,0,32,32,8,1634,0.063843,0.0,0.063843,0.000442,6.3e-05,0.012695,,2.84661,1.468102,2.87812,0.011653,2.504725,0.104364,0.005649,4e-06,2.958512,10.816
ok,vllm_qwen15b_ray_actor_static_batch_1,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,79,10542,12227,job_table,370,ai_complete,ray_actor,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,1,128,128,8,2,8,none,0,32,32,8,1634,0.061277,0.0,0.061277,0.000419,6.5e-05,0.013451,,3.127945,1.605147,2.973868,0.010738,2.540215,0.105842,0.00573,3e-06,3.051996,10.485
ok,vllm_qwen15b_ray_actor_static_batch_1,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,80,10541,12227,job_table,371,ai_complete,ray_actor,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,1,128,128,8,2,8,none,0,32,32,8,1634,0.056697,0.0,0.056697,0.000391,6.1e-05,0.014428,,3.604865,1.893968,3.281956,0.012771,2.761342,0.115056,0.005515,4e-06,3.357386,9.531
ok,vllm_qwen15b_ray_actor_static_batch_2,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,1,10540,12227,job_table,372,ai_complete,ray_actor,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,2,128,128,8,2,8,none,0,16,16,8,1634,0.443625,0.0,0.443625,0.000683,0.000113,0.008274,,2.020984,1.017534,1.878002,0.004993,1.367692,0.170962,0.002557,2e-06,2.484284,12.881
ok,vllm_qwen15b_ray_actor_static_batch_2,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,51,10538,12227,job_table,373,ai_complete,ray_actor,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,2,128,128,8,2,8,none,0,16,16,8,1634,0.061556,0.0,0.061556,0.000426,4.9e-05,0.008819,,1.966215,1.00259,2.350692,0.006326,1.862233,0.232779,0.003399,3e-06,2.424927,13.196
ok,vllm_qwen15b_ray_actor_static_batch_2,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,11,10536,12227,job_table,374,ai_complete,ray_actor,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,2,128,128,8,2,8,none,0,16,16,8,1634,0.06241,0.0,0.06241,0.000457,6.8e-05,0.008371,,1.501054,0.757557,2.125399,0.005238,1.718542,0.214818,0.002205,2e-06,2.199963,14.546
ok,vllm_qwen15b_ray_actor_static_batch_2,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,0,10534,12227,job_table,375,ai_complete,ray_actor,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,2,128,128,8,2,8,none,0,16,16,8,1634,0.063091,0.0,0.063091,0.000456,7.2e-05,0.008328,,1.925345,0.968833,2.289356,0.004056,1.780799,0.2226,0.002219,3e-06,2.364474,13.534
ok,vllm_qwen15b_ray_actor_static_batch_4,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,0,10531,12227,job_table,376,ai_complete,ray_actor,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,4,128,128,8,2,8,none,0,8,8,8,1634,0.435231,0.0,0.435231,0.000472,5.2e-05,0.006523,,0.934116,0.474627,1.289205,0.001878,0.0,0.0,0.001063,3e-06,1.872844,17.086
ok,vllm_qwen15b_ray_actor_static_batch_4,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,0,10530,12227,job_table,377,ai_complete,ray_actor,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,4,128,128,8,2,8,none,0,8,8,8,1634,0.058315,0.0,0.058315,0.000427,6.5e-05,0.005502,,1.022586,0.521392,1.892124,0.001283,0.0,0.0,0.001151,3e-06,1.959666,16.329
ok,vllm_qwen15b_ray_actor_static_batch_4,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,0,10530,12227,job_table,378,ai_complete,ray_actor,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,4,128,128,8,2,8,none,0,8,8,8,1634,0.061552,0.0,0.061552,0.000481,5.5e-05,0.006865,,0.857044,0.431662,1.819272,0.002162,0.0,0.0,0.001089,3e-06,1.891416,16.919
ok,vllm_qwen15b_ray_actor_static_batch_4,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,61,10530,12227,job_table,379,ai_complete,ray_actor,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,4,128,128,8,2,8,none,0,8,8,8,1634,0.06402,0.0,0.06402,0.000345,4.8e-05,0.006586,,0.871254,0.438401,1.799288,0.001512,0.0,0.0,0.001043,3e-06,1.87327,17.082
ok,vllm_qwen15b_ray_actor_static_batch_8,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,0,10530,12227,job_table,380,ai_complete,ray_actor,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,8,128,128,8,2,8,none,0,4,4,4,1634,0.470653,0.0,0.470653,0.000577,5.3e-05,0.006316,,0.502881,0.253194,1.052603,0.001134,0.0,0.0,0.000509,3e-06,1.678794,19.061
ok,vllm_qwen15b_ray_actor_static_batch_8,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,12,10528,12227,job_table,381,ai_complete,ray_actor,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,8,128,128,8,2,8,none,0,4,4,4,1634,0.054819,0.0,0.054819,0.000474,7.2e-05,0.004148,,0.39643,0.199883,1.603742,0.001012,0.0,0.0,0.000689,3e-06,1.667805,19.187
ok,vllm_qwen15b_ray_actor_static_batch_8,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,0,10528,12227,job_table,382,ai_complete,ray_actor,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,8,128,128,8,2,8,none,0,4,4,4,1634,0.056992,0.0,0.056992,0.000403,4.7e-05,0.005079,,0.480068,0.241644,1.610155,0.001498,0.0,0.0,0.000445,3e-06,1.675603,19.098
ok,vllm_qwen15b_ray_actor_static_batch_8,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,0,10528,12227,job_table,383,ai_complete,ray_actor,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,8,128,128,8,2,8,none,0,4,4,4,1634,0.059778,0.0,0.059778,0.000342,4.5e-05,0.004528,,0.46334,0.24379,1.625941,0.00109,0.0,0.0,0.000623,3e-06,1.693735,18.893
ok,vllm_qwen15b_ray_actor_static_batch_16,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,0,10528,12227,job_table,384,ai_complete,ray_actor,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,16,128,128,8,2,8,none,0,2,2,2,1634,0.477569,0.0,0.477569,0.000743,8.2e-05,0.005806,,0.258816,0.129943,0.930678,0.000927,0.0,0.0,0.00028,4e-06,1.564413,20.455
ok,vllm_qwen15b_ray_actor_static_batch_16,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,0,10527,12227,job_table,385,ai_complete,ray_actor,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,16,128,128,8,2,8,none,0,2,2,2,1634,0.076024,0.0,0.076024,0.000441,6.5e-05,0.003508,,0.228143,0.11424,1.477662,0.000803,0.0,0.0,0.000279,3e-06,1.560681,20.504
ok,vllm_qwen15b_ray_actor_static_batch_16,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,0,10527,12227,job_table,386,ai_complete,ray_actor,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,16,128,128,8,2,8,none,0,2,2,2,1634,0.058349,0.0,0.058349,0.00038,4.8e-05,0.004189,,0.286929,0.15062,1.497399,0.000799,0.0,0.0,0.000318,4e-06,1.56336,20.469
ok,vllm_qwen15b_ray_actor_static_batch_16,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,0,10527,12227,job_table,387,ai_complete,ray_actor,coalesced,daft_postgres,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,32,0,32,16,128,128,8,2,8,none,0,2,2,2,1634,0.061432,0.0,0.061432,0.000701,0.000142,0.00404,,0.226504,0.11489,1.449468,0.000808,0.0,0.0,0.00022,3e-06,1.518797,21.069
