benchmark,scenario,strategy,upstream,downstream,total_rows,embedding_dim,text_tokens,repeat,input_objects,avg_input_object_kb,avg_output_object_kb,build_ms,put_ms,operator_ms,fanin_ms,end_to_end_ms,rows_per_s,reduced_rows,output_bytes
ai_operator_scenario_motivation,embed_rag,fine,8,8,65536,128,32,0,64,389.9046936035156,537.0,254.62770799640566,37.662040995201096,253.92579199979082,12.037000007694587,558.2525409990922,117394.89780505374,65536,35192832
ai_operator_scenario_motivation,embed_rag,fine,8,8,65536,128,32,1,64,389.9046936035156,537.0,78.40704201953486,37.779083009809256,61.63729098625481,9.033833019202575,186.8572490348015,350727.6294525462,65536,35192832
ai_operator_scenario_motivation,embed_rag,fine,8,8,65536,128,32,2,64,389.9046936035156,537.0,76.70333300484344,26.111457991646603,62.93091701809317,7.485000009182841,173.23070802376606,378316.2970794353,65536,35192832
ai_operator_scenario_motivation,embed_rag,coalesced,8,8,65536,128,32,0,8,3119.237548828125,4296.0,80.82925001508556,12.603000010130927,40.20095799933188,3.9035000081639737,137.53670803271234,476498.24499516614,65536,35192832
ai_operator_scenario_motivation,embed_rag,coalesced,8,8,65536,128,32,1,8,3119.237548828125,4296.0,79.40879100351594,13.594209012808278,43.04904100717977,4.224208008963615,140.2762490324676,467192.41818927863,65536,35192832
ai_operator_scenario_motivation,embed_rag,coalesced,8,8,65536,128,32,2,8,3119.237548828125,4296.0,81.8725420103874,4.344374989159405,38.758540991693735,4.21112499316223,129.18658298440278,507297.26327626785,65536,35192832
ai_operator_scenario_motivation,embed_rag,fine,8,32,65536,128,32,0,256,97.4761734008789,134.25,100.60087498277426,90.3662080236245,180.1636669842992,21.963916980894282,393.09466697159223,166718.11018167817,65536,35192832
ai_operator_scenario_motivation,embed_rag,fine,8,32,65536,128,32,1,256,97.4761734008789,134.25,103.25408400967717,93.56920802383684,203.11137498356402,21.645041997544467,421.5797090146225,155453.40204627087,65536,35192832
ai_operator_scenario_motivation,embed_rag,fine,8,32,65536,128,32,2,256,97.4761734008789,134.25,101.76637498079799,90.25962502346374,196.15058301133104,22.128499986138195,410.30508300173096,159725.05024931295,65536,35192832
ai_operator_scenario_motivation,embed_rag,coalesced,8,32,65536,128,32,0,32,779.8093872070312,1074.0,107.6964579988271,14.13529200362973,55.032000003848225,13.040791993262246,189.9045419995673,345099.6975109175,65536,35192832
ai_operator_scenario_motivation,embed_rag,coalesced,8,32,65536,128,32,1,32,779.8093872070312,1074.0,106.75087501294911,13.507708004908636,46.0048750101123,13.652875000843778,179.91633302881382,364258.2021138922,65536,35192832
ai_operator_scenario_motivation,embed_rag,coalesced,8,32,65536,128,32,2,32,779.8093872070312,1074.0,106.45599997951649,14.100042026257142,44.741291989339516,12.29520799824968,177.59254199336283,369024.50555862463,65536,35192832
ai_operator_scenario_motivation,embed_rag,fine,32,8,65536,128,32,0,256,97.4761734008789,134.25,98.84983298252337,89.83008400537074,190.19445902085863,14.191583992214873,393.0659600009676,166730.28618361833,65536,35192832
ai_operator_scenario_motivation,embed_rag,fine,32,8,65536,128,32,1,256,97.4761734008789,134.25,102.22304100170732,88.54829100891948,198.11020902125165,13.785834016744047,402.6673750486225,162754.68056503576,65536,35192832
ai_operator_scenario_motivation,embed_rag,fine,32,8,65536,128,32,2,256,97.4761734008789,134.25,102.8104169818107,86.808749998454,198.46654101274908,13.729208003496751,401.81491599651054,163099.96814694937,65536,35192832
ai_operator_scenario_motivation,embed_rag,coalesced,32,8,65536,128,32,0,8,3119.237548828125,4296.0,108.16341699683107,4.79524998809211,41.60266698454507,5.198667000513524,159.76000096998177,410215.32049385714,65536,35192832
ai_operator_scenario_motivation,embed_rag,coalesced,32,8,65536,128,32,1,8,3119.237548828125,4296.0,102.57495800033212,4.651750001357868,27.473166002891958,4.364708991488442,139.06458299607038,471263.05338183686,65536,35192832
ai_operator_scenario_motivation,embed_rag,coalesced,32,8,65536,128,32,2,8,3119.237548828125,4296.0,101.03062499547377,5.005832994356751,28.519749990664423,4.396584001369774,138.95279198186472,471642.19635509996,65536,35192832
ai_operator_scenario_motivation,embed_rag,fine,32,32,65536,128,32,0,1024,24.369043350219727,33.5625,192.12387499283068,339.1495409887284,493.8617500010878,56.98241601930931,1082.1175820019562,60562.73466951351,65536,35192832
ai_operator_scenario_motivation,embed_rag,fine,32,32,65536,128,32,1,1024,24.369043350219727,33.5625,206.2588330009021,406.3824159966316,516.4423749956768,59.220708993962035,1188.3043329871725,55150.85502991888,65536,35192832
ai_operator_scenario_motivation,embed_rag,fine,32,32,65536,128,32,2,1024,24.369043350219727,33.5625,201.1642080033198,395.8317080105189,508.74383401242085,43.23816698160954,1148.977917007869,57038.520088068115,65536,35192832
ai_operator_scenario_motivation,embed_rag,coalesced,32,32,65536,128,32,0,32,779.8093872070312,1074.0,213.19666600902565,21.560875000432134,71.290333988145,15.984583005774766,322.03245800337754,203507.43650602028,65536,35192832
ai_operator_scenario_motivation,embed_rag,coalesced,32,32,65536,128,32,1,32,779.8093872070312,1074.0,246.30083300871775,12.564999982714653,43.03158400580287,12.162416998762637,314.0598339959979,208673.61217810214,65536,35192832
ai_operator_scenario_motivation,embed_rag,coalesced,32,32,65536,128,32,2,32,779.8093872070312,1074.0,200.14158298727125,11.954042012803257,44.019624998327345,13.230625016149133,269.345875014551,243315.4025338592,65536,35192832
ai_operator_scenario_motivation,classify_filter,fine,8,8,65536,0,32,0,64,389.9046936035156,33.125,74.49899998027831,22.2894579928834,39.316709007835016,5.815040989546105,141.92020797054283,461780.60853464046,65536,2170880
ai_operator_scenario_motivation,classify_filter,fine,8,8,65536,0,32,1,64,389.9046936035156,33.125,76.09570800559595,23.92333300667815,39.01966699049808,6.28274999326095,145.32145799603313,450972.62925746967,65536,2170880
ai_operator_scenario_motivation,classify_filter,fine,8,8,65536,0,32,2,64,389.9046936035156,33.125,74.59145798929967,22.926749981706962,36.9053750182502,5.796292010927573,140.2198750001844,467380.248341498,65536,2170880
ai_operator_scenario_motivation,classify_filter,coalesced,8,8,65536,0,32,0,8,3119.237548828125,265.0,76.45770799717866,5.1933339855168015,16.653958009555936,4.02379099978134,102.32879099203274,640445.3660075257,65536,2170880
ai_operator_scenario_motivation,classify_filter,coalesced,8,8,65536,0,32,1,8,3119.237548828125,265.0,75.58833400253206,4.615292011294514,15.198832988971844,4.138542019063607,99.54100102186203,658381.9664984726,65536,2170880
ai_operator_scenario_motivation,classify_filter,coalesced,8,8,65536,0,32,2,8,3119.237548828125,265.0,78.17866699770093,4.873249999945983,15.408042003400624,4.661124985432252,103.12108398647979,635524.7391366874,65536,2170880
ai_operator_scenario_motivation,classify_filter,fine,8,32,65536,0,32,0,256,97.4761734008789,8.28125,99.74904099362902,92.4972909851931,113.3994999981951,13.332542002899572,318.9783739799168,205455.93477796778,65536,2170880
ai_operator_scenario_motivation,classify_filter,fine,8,32,65536,0,32,1,256,97.4761734008789,8.28125,100.1670420228038,95.36895900964737,120.42387499241158,13.0559999961406,329.01587602100335,199187.95649793016,65536,2170880
ai_operator_scenario_motivation,classify_filter,fine,8,32,65536,0,32,2,256,97.4761734008789,8.28125,107.57270798785612,105.1296670048032,134.71604100777768,14.194540999596938,361.61295700003393,181232.44405756693,65536,2170880
ai_operator_scenario_motivation,classify_filter,coalesced,8,32,65536,0,32,0,32,779.8093872070312,66.25,107.43504198035225,15.383416990516707,32.35954200499691,9.94154199725017,165.11954297311604,396900.3233655404,65536,2170880
ai_operator_scenario_motivation,classify_filter,coalesced,8,32,65536,0,32,1,32,779.8093872070312,66.25,105.76129201217555,14.260208001360297,24.45883399923332,11.076624999986961,155.55695901275612,421299.0560880395,65536,2170880
ai_operator_scenario_motivation,classify_filter,coalesced,8,32,65536,0,32,2,32,779.8093872070312,66.25,104.15829200064763,12.712125026155263,25.665875000413507,12.541542004328221,155.07783403154463,422600.6921573925,65536,2170880
ai_operator_scenario_motivation,classify_filter,fine,32,8,65536,0,32,0,256,97.4761734008789,8.28125,100.37845899933018,88.10150000499561,125.39941698196344,13.149292004527524,327.02866799081676,200398.33327957752,65536,2170880
ai_operator_scenario_motivation,classify_filter,fine,32,8,65536,0,32,1,256,97.4761734008789,8.28125,114.76787499850616,103.83237499627285,121.47641699993983,10.448540997458622,350.52520799217746,186965.15544600302,65536,2170880
ai_operator_scenario_motivation,classify_filter,fine,32,8,65536,0,32,2,256,97.4761734008789,8.28125,105.68454200983979,94.09183301613666,126.87470798846334,10.451457987073809,337.1025410015136,194409.6885336315,65536,2170880
ai_operator_scenario_motivation,classify_filter,coalesced,32,8,65536,0,32,0,8,3119.237548828125,265.0,104.25662499619648,6.597917003091425,21.47145799244754,4.4535000051837415,136.77949999691918,479136.12786620896,65536,2170880
ai_operator_scenario_motivation,classify_filter,coalesced,32,8,65536,0,32,1,8,3119.237548828125,265.0,103.77866600174457,5.355583009077236,15.539834013907239,3.8871249998919666,128.561208024621,509764.9672632904,65536,2170880
ai_operator_scenario_motivation,classify_filter,coalesced,32,8,65536,0,32,2,8,3119.237548828125,265.0,102.21275000367314,4.537583998171613,15.992708009434864,4.010957985883579,126.75399999716319,517032.99305321113,65536,2170880
ai_operator_scenario_motivation,classify_filter,fine,32,32,65536,0,32,0,1024,24.369043350219727,2.0703125,193.7064170197118,357.02804202446714,441.45558300078847,25.570375000825152,1017.7604170457926,64392.36474751927,65536,2170880
ai_operator_scenario_motivation,classify_filter,fine,32,32,65536,0,32,1,1024,24.369043350219727,2.0703125,203.71125001111068,371.5689169766847,484.58408401347697,30.90929100289941,1090.7735420041718,60082.13206160565,65536,2170880
ai_operator_scenario_motivation,classify_filter,fine,32,32,65536,0,32,2,1024,24.369043350219727,2.0703125,202.60304101975635,353.71808300260454,471.9157920044381,26.997832988854498,1055.2347490156535,62105.61210302584,65536,2170880
ai_operator_scenario_motivation,classify_filter,coalesced,32,32,65536,0,32,0,32,779.8093872070312,66.25,213.07724999496713,17.768083984265104,49.016542005119845,10.907999996561557,290.76987598091364,225387.8596567611,65536,2170880
ai_operator_scenario_motivation,classify_filter,coalesced,32,32,65536,0,32,1,32,779.8093872070312,66.25,200.3371249884367,12.832457985496148,25.222833006409928,10.386040987214074,248.77845696755685,263431.1700411686,65536,2170880
ai_operator_scenario_motivation,classify_filter,coalesced,32,32,65536,0,32,2,32,779.8093872070312,66.25,201.49924998986535,12.930791999679059,24.565500003518537,9.370666986797005,248.36620897985995,263868.42344287795,65536,2170880
ai_operator_scenario_motivation,offline_llm,fine,8,8,65536,0,32,0,64,389.9046936035156,41.0,76.49020900134929,25.48591699451208,36.27837498788722,6.147165986476466,144.40166697022505,453845.17627149844,65536,2686976
ai_operator_scenario_motivation,offline_llm,fine,8,8,65536,0,32,1,64,389.9046936035156,41.0,76.076916011516,23.904500005301088,39.1887079749722,5.729332973714918,144.8994569655042,452286.0290332348,65536,2686976
ai_operator_scenario_motivation,offline_llm,fine,8,8,65536,0,32,2,64,389.9046936035156,41.0,73.74554200214334,23.7060830113478,36.990415974287316,5.8676670014392585,140.3097079892177,467081.00914183503,65536,2686976
ai_operator_scenario_motivation,offline_llm,coalesced,8,8,65536,0,32,0,8,3119.237548828125,328.0,75.86095799342729,5.077625013655052,17.107541003497317,4.575915983878076,102.62203999445774,638615.2526644312,65536,2686976
ai_operator_scenario_motivation,offline_llm,coalesced,8,8,65536,0,32,1,8,3119.237548828125,328.0,76.07825001468882,4.976458003511652,14.809332991717383,4.736500006401911,100.60054101631977,651447.7888281787,65536,2686976
ai_operator_scenario_motivation,offline_llm,coalesced,8,8,65536,0,32,2,8,3119.237548828125,328.0,76.09204199980013,4.75970798288472,15.465375006897375,4.425166989676654,100.74229197925888,650531.1593813326,65536,2686976
ai_operator_scenario_motivation,offline_llm,fine,8,32,65536,0,32,0,256,97.4761734008789,10.25,99.34029201394878,88.84345900150947,111.83100001653656,15.38204200915061,315.39679304114543,207789.05000296066,65536,2686976
ai_operator_scenario_motivation,offline_llm,fine,8,32,65536,0,32,1,256,97.4761734008789,10.25,100.8399999991525,96.1669999815058,121.01633398560807,19.066709006438032,337.0900429727044,194416.89651244527,65536,2686976
ai_operator_scenario_motivation,offline_llm,fine,8,32,65536,0,32,2,256,97.4761734008789,10.25,102.69095900002867,94.85595801379532,119.8404579772614,13.97133301361464,331.3587080047,197779.62195298768,65536,2686976
ai_operator_scenario_motivation,offline_llm,coalesced,8,32,65536,0,32,0,32,779.8093872070312,82.0,106.67633297271095,15.146207995712757,30.8355409943033,11.726791999535635,164.38487396226265,398674.15060977516,65536,2686976
ai_operator_scenario_motivation,offline_llm,coalesced,8,32,65536,0,32,1,32,779.8093872070312,82.0,103.9031250111293,14.085208997130394,26.749417011160403,10.939625004539266,155.67737602395937,420973.1797503688,65536,2686976
ai_operator_scenario_motivation,offline_llm,coalesced,8,32,65536,0,32,2,32,779.8093872070312,82.0,106.08583301655017,13.529208983527496,26.569792011287063,9.047250001458451,155.23208401282318,422180.7651218952,65536,2686976
ai_operator_scenario_motivation,offline_llm,fine,32,8,65536,0,32,0,256,97.4761734008789,10.25,101.77733399905264,95.37337502115406,116.41183297615498,10.629333002725616,324.1918749990873,202151.88921741024,65536,2686976
ai_operator_scenario_motivation,offline_llm,fine,32,8,65536,0,32,1,256,97.4761734008789,10.25,103.73245799564756,91.51108399964869,121.920624980703,10.03270799992606,327.1968749759253,200295.31151488548,65536,2686976
ai_operator_scenario_motivation,offline_llm,fine,32,8,65536,0,32,2,256,97.4761734008789,10.25,100.81204198650084,92.89937501307577,122.74900000193156,10.28316598967649,326.74358299118467,200573.1815757438,65536,2686976
ai_operator_scenario_motivation,offline_llm,coalesced,32,8,65536,0,32,0,8,3119.237548828125,328.0,104.0993329952471,6.426042004022747,21.335333003662527,4.094750009244308,135.95545801217668,482040.22816156707,65536,2686976
ai_operator_scenario_motivation,offline_llm,coalesced,32,8,65536,0,32,1,8,3119.237548828125,328.0,104.15100000682287,4.834708000998944,14.797708980040625,4.496165987802669,128.2795829756651,510884.1054810126,65536,2686976
ai_operator_scenario_motivation,offline_llm,coalesced,32,8,65536,0,32,2,8,3119.237548828125,328.0,103.43845799798146,4.560125002171844,14.632000005804002,4.258291999576613,126.88887500553392,516483.41903213994,65536,2686976
ai_operator_scenario_motivation,offline_llm,fine,32,32,65536,0,32,0,1024,24.369043350219727,2.5625,191.82691699825227,347.2476250026375,509.324957994977,27.503124991199,1075.9026249870658,60912.57561602088,65536,2686976
ai_operator_scenario_motivation,offline_llm,fine,32,32,65536,0,32,1,1024,24.369043350219727,2.5625,196.86075000208803,374.8478750057984,512.0559159840923,27.33458302100189,1111.0991240129806,58983.03633190009,65536,2686976
ai_operator_scenario_motivation,offline_llm,fine,32,32,65536,0,32,2,1024,24.369043350219727,2.5625,202.02745799906552,376.69829200604,495.569541992154,24.64554100879468,1098.9408330060542,59635.60369372403,65536,2686976
ai_operator_scenario_motivation,offline_llm,coalesced,32,32,65536,0,32,0,32,779.8093872070312,82.0,212.90549999685027,17.76304200757295,51.04158402536996,9.729833021992818,291.439959051786,224869.64455122952,65536,2686976
ai_operator_scenario_motivation,offline_llm,coalesced,32,32,65536,0,32,1,32,779.8093872070312,82.0,201.50137497694232,13.128958002198488,29.047542018815875,9.72316597471945,253.40104097267613,258625.61475059864,65536,2686976
ai_operator_scenario_motivation,offline_llm,coalesced,32,32,65536,0,32,2,32,779.8093872070312,82.0,199.67666701995768,17.415499984053895,25.389791000634432,9.894417016766965,252.37637502141297,259675.65305761909,65536,2686976
